ID,order_ID,station_ID,material_ID,serialNo,batchNo,installedSpec,installedAt
6eb4a2e4-1a14-4557-ad86-4e55122355d3,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T09:28:00Z
13521a86-87ce-4401-ac65-04c6db1f0489,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-232352,,10 bar,2026-06-02T09:30:00Z
e605d6e2-d9ea-44f6-aa21-e69c12e5a877,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-596564,,,2026-06-02T09:31:00Z
572c280e-426f-4621-976a-07b4301e3966,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T09:33:00Z
ff604c31-972a-4909-8dc5-6e09bd39ef82,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-417,,2026-06-02T09:34:00Z
4dc11ec2-114c-422d-a8c4-28aef352b1a5,9e0a3f07-ab2d-42f0-b66f-1fa537f4e89b,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-801978,,EU,2026-06-02T09:35:00Z
5ba5372e-73ad-47fb-b549-0aeac44d496e,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-260422,,"400V/5,5kW",2026-06-02T09:39:00Z
93648d55-be72-434e-956b-8061d5e11b8f,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-67080,,,2026-06-02T09:42:00Z
e4fac455-d2d2-4fc0-bb77-68816a2e3b1f,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T09:44:00Z
305575fd-c1f5-420b-9157-bae399f4601b,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T09:46:00Z
b23e4b7e-73a4-4701-849e-f0b0caabfca0,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-284692,,10 bar,2026-06-02T09:48:00Z
e238411b-6c53-43da-9496-e74df85ec8c7,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-869440,,,2026-06-02T09:49:00Z
95cbf0c7-0ca2-45cc-9ab9-55778ca1295d,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T09:51:00Z
9ac9ead7-de06-4683-9120-1b270f9af272,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T09:52:00Z
8c765628-9347-4f2f-8cd1-2ac91145bc9b,18bf5c20-3ca9-48c0-8fd0-69a87679a45a,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,a3514a86-f23b-4592-a652-a63a1cfc4c53,AN-647091,,US,2026-06-02T09:53:00Z
d5180782-1d79-4aab-af10-1a35d187ccb0,2428adf7-a8e4-40a4-a970-3504a5ae478f,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-408528,,"400V/5,5kW",2026-06-02T09:57:00Z
1a1614fb-7982-49e1-b7e6-1a9955c17b49,2428adf7-a8e4-40a4-a970-3504a5ae478f,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-39045,,,2026-06-02T10:00:00Z
48dc8d92-9599-4c2f-8236-38a774e0652d,2428adf7-a8e4-40a4-a970-3504a5ae478f,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-883,,2026-06-02T10:02:00Z
6c42a6aa-9665-4de1-acd2-627d527633f0,2428adf7-a8e4-40a4-a970-3504a5ae478f,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T10:04:00Z
34226b15-62ab-4e7b-ac48-fba3f4fdda3b,2428adf7-a8e4-40a4-a970-3504a5ae478f,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-524045,,10 bar,2026-06-02T10:06:00Z
9f842713-6738-4968-9108-df3ad42bf71a,2428adf7-a8e4-40a4-a970-3504a5ae478f,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-825391,,,2026-06-02T10:07:00Z
cacda481-b7c4-4643-bfd0-0702b0be383d,2428adf7-a8e4-40a4-a970-3504a5ae478f,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T10:09:00Z
a22801d0-7aec-452a-80b7-b03a25532e04,2428adf7-a8e4-40a4-a970-3504a5ae478f,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T10:10:00Z
ae25b319-8a1d-41e3-8a63-3b95c2921676,2428adf7-a8e4-40a4-a970-3504a5ae478f,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-355123,,EU,2026-06-02T10:11:00Z
d09b6c24-0dd0-4cff-9e45-21091a9f7365,4b6eda99-0ce6-4525-be71-660e6e1f8fca,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-600935,,"400V/5,5kW",2026-06-02T10:15:00Z
061aff22-51b7-4e55-b4ee-3997fbe37f09,4b6eda99-0ce6-4525-be71-660e6e1f8fca,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-24953,,,2026-06-02T10:18:00Z
4646d52b-4552-4c77-a021-1991d11d2626,4b6eda99-0ce6-4525-be71-660e6e1f8fca,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T10:20:00Z
f54b5c57-34d1-4a2a-a49c-4bae9037a608,4b6eda99-0ce6-4525-be71-660e6e1f8fca,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T10:22:00Z
e2d60e8c-3941-4264-bb9f-e7a58eb99719,4b6eda99-0ce6-4525-be71-660e6e1f8fca,eff5fdc4-a844-445c-be8a-c6e769ded30d,50a98417-b614-4dab-b3d5-bd357b569c1c,SV-962050,,8 bar,2026-06-02T10:24:00Z
04dc8742-1edf-47d3-8e66-2fd2a650cfda,4b6eda99-0ce6-4525-be71-660e6e1f8fca,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-168517,,,2026-06-02T10:25:00Z
318e5eb8-53d0-4627-a557-9a42c559ef86,4b6eda99-0ce6-4525-be71-660e6e1f8fca,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T10:27:00Z
f8f4f95d-68fa-4dcf-9743-220148be796c,4b6eda99-0ce6-4525-be71-660e6e1f8fca,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T10:28:00Z
dcdf1da7-b6f7-4e26-b8fa-ce87edd49189,4b6eda99-0ce6-4525-be71-660e6e1f8fca,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-520172,,EU,2026-06-02T10:29:00Z
f9dcb2e1-6807-418c-8974-aed0248d66fb,e139ff78-e6a7-42df-8fbc-8600512a5cb8,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-220351,,"400V/5,5kW",2026-06-02T10:33:00Z
61c2d76d-0e10-4375-b262-381691ff6758,e139ff78-e6a7-42df-8fbc-8600512a5cb8,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-81376,,,2026-06-02T10:36:00Z
2f2fef4d-067d-4f04-9ef0-6f754f953f0e,e139ff78-e6a7-42df-8fbc-8600512a5cb8,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T10:38:00Z
3de8ea8d-27a2-4940-a16d-d44f956f16fb,e139ff78-e6a7-42df-8fbc-8600512a5cb8,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T10:40:00Z
76fe75ea-abb1-423a-8030-fa3406f7cc6a,e139ff78-e6a7-42df-8fbc-8600512a5cb8,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-335729,,10 bar,2026-06-02T10:42:00Z
de4d4d9b-c574-4d72-ae3d-5aaa40e489a0,e139ff78-e6a7-42df-8fbc-8600512a5cb8,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-779094,,,2026-06-02T10:43:00Z
636cf9b8-b357-4215-967e-2f9be3564735,e139ff78-e6a7-42df-8fbc-8600512a5cb8,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T10:45:00Z
a24fbd4a-3493-435b-ad23-513aa0ae0325,e139ff78-e6a7-42df-8fbc-8600512a5cb8,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T10:46:00Z
1a15fd91-0637-4e7a-8706-f3d001510647,e139ff78-e6a7-42df-8fbc-8600512a5cb8,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-256226,,EU,2026-06-02T10:47:00Z
bac319c1-3a5d-43e4-8e0d-3b0aea3c1d1c,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-619536,,"400V/5,5kW",2026-06-02T10:51:00Z
61beaab0-554e-4c31-ae61-6a8d05ddf388,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-47777,,,2026-06-02T10:54:00Z
3ac619fe-0a03-44d9-a10f-0c56428e3aad,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T10:56:00Z
c93e596b-fd8d-4397-8339-729be40a5595,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T10:58:00Z
ee9710b6-cc98-468a-bb9f-be2793d59d56,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-794769,,10 bar,2026-06-02T11:00:00Z
fe9744f1-5f7b-4f19-bc2b-d1c65c1b3b1c,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-519904,,,2026-06-02T11:01:00Z
8e1b3195-bab9-4228-a22b-73a89c936269,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T11:03:00Z
8b598cbf-a086-4af2-b490-aa7e4fb2b2bc,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T11:04:00Z
2a0e0c38-09f2-401c-8deb-c0cbe0f311e9,3be8a4b4-78dc-43f8-a8de-75b4f14ee3b5,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,a3514a86-f23b-4592-a652-a63a1cfc4c53,AN-953085,,US,2026-06-02T11:05:00Z
69e45a65-afb0-4e2a-8b3d-e42c2b8a3f8b,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-779172,,"400V/5,5kW",2026-06-02T11:09:00Z
a821f5f2-f62f-4d21-ac22-2f886f2d5fd9,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-30181,,,2026-06-02T11:12:00Z
98b48536-439d-48de-8c75-e152ea059937,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-883,,2026-06-02T11:14:00Z
336d8a59-e220-463f-98fd-ca360389c84f,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T11:16:00Z
c2344b66-e42e-49e7-9d6b-4c14c7703a53,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-622584,,10 bar,2026-06-02T11:18:00Z
3df6dff3-9977-480e-b415-e436f3b7f8b5,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-851413,,,2026-06-02T11:19:00Z
7ba66760-6179-4873-8d1a-adc63a9920cd,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T11:21:00Z
79c59033-d1b7-4cd2-95d3-27d36e37522e,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T11:22:00Z
336fdc5a-d2cc-40f8-814b-3ac8758a8659,b98dcf75-fcab-40ff-8d41-ff89fc0bfcc2,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-406039,,EU,2026-06-02T11:23:00Z
7b23d7c4-207e-4f89-9ed7-bdaa92712a37,d3974e4c-a2da-4e9d-9211-262d95898491,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-138817,,"400V/5,5kW",2026-06-02T11:27:00Z
d47dac05-73e8-493f-962f-32534d0bcf03,d3974e4c-a2da-4e9d-9211-262d95898491,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-26547,,,2026-06-02T11:30:00Z
57abc649-a39e-47c0-8afe-1f6de4fb8b56,d3974e4c-a2da-4e9d-9211-262d95898491,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T11:32:00Z
341d5698-631c-4bcd-bbd0-cd673778f065,d3974e4c-a2da-4e9d-9211-262d95898491,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T11:34:00Z
7da8eb4e-070f-474d-b851-dc4ea732e3b6,d3974e4c-a2da-4e9d-9211-262d95898491,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-626690,,10 bar,2026-06-02T11:36:00Z
e3d938db-1eac-48cb-a701-74ad1c2f0e70,d3974e4c-a2da-4e9d-9211-262d95898491,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-718849,,,2026-06-02T11:37:00Z
6e6f81f0-eda4-4055-9ed3-1057d3df4c42,d3974e4c-a2da-4e9d-9211-262d95898491,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T11:39:00Z
3992afb0-1842-44a1-b942-57e2dcc0aa3d,d3974e4c-a2da-4e9d-9211-262d95898491,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T11:40:00Z
c066638a-8e59-483e-9011-8123a8da25f7,d3974e4c-a2da-4e9d-9211-262d95898491,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-448121,,EU,2026-06-02T11:41:00Z
d36b81b1-26c6-4b45-81c6-4d2167707b85,03b6b8d5-3d17-4c90-894f-c0a42d67e435,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-532067,,"400V/5,5kW",2026-06-02T11:45:00Z
32f65da2-edf8-4d53-adf2-d6592ae60fb8,03b6b8d5-3d17-4c90-894f-c0a42d67e435,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-84177,,,2026-06-02T11:48:00Z
6950a4d3-7d9b-4821-beca-37c3427a5565,03b6b8d5-3d17-4c90-894f-c0a42d67e435,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T11:50:00Z
df5b1f0d-2fc8-4dbc-b782-3c6ae88cd599,03b6b8d5-3d17-4c90-894f-c0a42d67e435,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T11:52:00Z
89b1acc5-2666-4599-b34d-332dc518d791,03b6b8d5-3d17-4c90-894f-c0a42d67e435,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-814919,,10 bar,2026-06-02T11:54:00Z
ea806c0c-47da-40aa-9eee-cab8113ed77a,03b6b8d5-3d17-4c90-894f-c0a42d67e435,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-931016,,,2026-06-02T11:55:00Z
d0d63ff1-f52f-4063-9c80-5a9ddc9c0ef7,03b6b8d5-3d17-4c90-894f-c0a42d67e435,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T11:57:00Z
3c4bc428-d81a-4577-903b-960322e70f93,03b6b8d5-3d17-4c90-894f-c0a42d67e435,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T11:58:00Z
0255a062-7a4d-4c5c-a6db-d848fa0d3270,03b6b8d5-3d17-4c90-894f-c0a42d67e435,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-288803,,EU,2026-06-02T11:59:00Z
aaa8718f-7ed3-4293-ae96-898e28175bb6,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-881369,,"400V/5,5kW",2026-06-02T12:03:00Z
11f28471-e3dc-4e8b-9869-bc5dfe14d729,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-75107,,,2026-06-02T12:06:00Z
33636906-c39e-4f97-853c-6207a53a25d2,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T12:08:00Z
208de839-d115-4430-98fd-13c3e53eadb9,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T12:10:00Z
76c63e46-6b69-4c99-b32d-b3ff29811e6d,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-973294,,10 bar,2026-06-02T12:12:00Z
211e7d5a-a4e5-439b-9762-c0080de3fdf5,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-400096,,,2026-06-02T12:13:00Z
2fb6da7d-0161-45c4-876e-12596359849c,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T12:15:00Z
b2cabe83-0d89-45fe-95d0-f3c81fdcfd8a,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T12:16:00Z
fb630189-2147-4b92-961f-c950d1183363,b8ef7d1f-e4b2-46a6-af6f-05f1bf91127c,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,a3514a86-f23b-4592-a652-a63a1cfc4c53,AN-913423,,US,2026-06-02T12:17:00Z
5d9b98ff-07d7-4fbb-99e8-f7d67011a213,23da2351-6121-4010-8483-63ae657e2c2b,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-662636,,"400V/5,5kW",2026-06-02T12:21:00Z
24c22203-3e3d-49fa-9985-70aa35564313,23da2351-6121-4010-8483-63ae657e2c2b,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-26199,,,2026-06-02T12:24:00Z
465a9e45-28a4-45ca-80cf-cf7b5178ada2,23da2351-6121-4010-8483-63ae657e2c2b,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T12:26:00Z
5de458cc-766e-4415-b6a0-a0003464ab8c,23da2351-6121-4010-8483-63ae657e2c2b,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T12:28:00Z
8a603d4a-31b0-44a9-b35e-c2b9b4fcd54d,23da2351-6121-4010-8483-63ae657e2c2b,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-576877,,10 bar,2026-06-02T12:30:00Z
e4c52dc1-79e8-4d8c-925f-9f9e42c7d48f,23da2351-6121-4010-8483-63ae657e2c2b,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-486490,,,2026-06-02T12:31:00Z
eb9bbd64-c360-4eae-a290-73a524804e21,23da2351-6121-4010-8483-63ae657e2c2b,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,6f54c3fa-51ba-41d4-be3c-a2f115df7047,,,,2026-06-02T12:33:00Z
1235f00c-c433-458b-95da-bdb232341e2a,23da2351-6121-4010-8483-63ae657e2c2b,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,d59a91a9-1c1e-47bc-a8e0-4b5397545c3e,,DG-2024-500,,2026-06-02T12:34:00Z
9673d5fb-cb2c-4794-9a8f-06d98ea06310,23da2351-6121-4010-8483-63ae657e2c2b,701dd629-3a2f-4c5d-854e-fbf5d3fac7a8,4c021d7e-b87e-4aa1-95ed-fce5653ded5a,AN-805511,,EU,2026-06-02T12:35:00Z
d6bc12ea-187d-43a2-a0c9-2fca8d0735c7,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,4f453f4d-06f7-4d70-aa35-e196db2cf566,90194194-953b-4f62-b2b7-bfc76b8d628a,MOT-485178,,"400V/5,5kW",2026-06-02T12:39:00Z
e4c41a48-01e4-493f-ae7b-4d76a4e47c48,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,cf1112fd-b64d-4421-a37e-f39ab81534a4,7c401197-8c6c-40bf-adf0-f13857f06b9d,SS-81364,,,2026-06-02T12:42:00Z
9c69cda1-bb28-47ff-9a76-c373a6827f57,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,8aecc241-e1a1-4935-98b2-85c0f97ce833,7fdd9b5e-abe9-468a-8a36-d4cf9e3ef98a,,KB-2024-900,,2026-06-02T12:44:00Z
07c25a40-0bc0-4e5c-bc92-30cfaea7441d,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,afba19a3-31c7-44fe-8853-5bea81b159cc,a88adc15-405d-492d-84b7-a8046a56de5b,,,,2026-06-02T12:46:00Z
2bdc8027-b306-4128-bc7c-d75d14d026f1,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,eff5fdc4-a844-445c-be8a-c6e769ded30d,d73647ed-2c25-4925-8ccd-ffaadc0326d7,SV-776149,,10 bar,2026-06-02T12:48:00Z
eb1528f8-4757-4e85-817a-e504c5ad38c8,4054e19a-b3b9-4e13-9e2d-251f7d979a0e,eff5fdc4-a844-445c-be8a-c6e769ded30d,0b5cb0e9-1354-41e1-98c0-b36c43bd83b3,OS-476096,,,2026-06-02T12:49:00Z
